date,count,rain,dust,temp,holiday,user,week,shift1
2018-08-19,42281,0.0,24.897435897435894,28.2,0.0,4211,6,45629.0
2018-08-20,44243,0.0,38.384615384615394,29.1,0.0,2341,0,42281.0
2018-08-21,41964,5.0,24.256410256410252,26.6,0.0,2348,1,44243.0
2018-08-22,42425,0.0,26.487179487179485,30.7,0.0,1817,2,41964.0
2018-08-23,23616,3.0,14.743589743589745,29.4,0.0,805,3,42425.0
2018-08-24,17319,7.5,9.820512820512821,24.4,0.0,948,4,23616.0
2018-08-25,47109,0.0,25.23076923076923,25.2,0.0,4274,5,17319.0
2018-08-26,32200,2.0,18.871794871794872,23.2,0.0,2941,6,47109.0
2018-08-27,23382,19.5,10.8974358974359,22.7,0.0,1295,0,32200.0
2018-08-28,13495,96.5,11.846153846153848,23.7,0.0,611,1,23382.0
2018-08-29,13001,42.0,15.461538461538463,25.2,0.0,557,2,13495.0
2018-08-30,33158,9.5,28.794871794871803,25.3,0.0,1393,3,13001.0
2018-08-31,46101,0.1,25.615384615384613,25.6,0.0,2563,4,33158.0
2018-09-01,43847,0.0,20.33333333333333,25.5,0.0,3760,5,46101.0
2018-09-02,48427,0.0,14.384615384615385,25.1,0.0,4875,6,43847.0
2018-09-03,16086,34.5,17.153846153846153,23.3,0.0,913,0,48427.0
2018-09-04,50500,0.0,18.512820512820515,23.2,0.0,2818,1,16086.0
2018-09-05,53984,0.0,28.315789473684212,24.0,0.0,3141,2,50500.0
2018-09-06,46532,1.0,37.131578947368425,24.1,0.0,2264,3,53984.0
2018-09-07,53230,0.5,27.86842105263158,22.0,0.0,3292,4,46532.0
2018-09-08,55470,0.0,25.63888888888889,21.7,0.0,6355,5,53230.0
2018-09-09,54213,0.0,22.88888888888889,22.2,0.0,6298,6,55470.0
2018-09-10,55188,0.0,13.361111111111109,22.9,0.0,3340,0,54213.0
2018-09-11,56212,0.0,14.444444444444445,21.6,0.0,3002,1,55188.0
2018-09-12,57363,0.0,17.25,22.8,0.0,3283,2,56212.0
2018-09-13,55791,0.0,19.805555555555557,23.5,0.0,2963,3,57363.0
2018-09-14,49383,0.5,20.055555555555557,23.5,0.0,2650,4,55791.0
2018-09-15,44808,0.2,14.083333333333336,23.3,0.0,3810,5,49383.0
2018-09-16,24317,2.0,38.97222222222222,22.2,0.0,2127,6,44808.0
2018-09-17,55335,0.1,29.472222222222218,22.3,0.0,2983,0,24317.0
2018-09-18,57691,0.0,37.77777777777778,22.0,0.0,2825,1,55335.0
2018-09-19,44096,0.2,41.5,22.1,0.0,2112,2,57691.0
2018-09-20,23616,5.0,16.857142857142858,19.0,0.0,951,3,44096.0
2018-09-21,32242,18.0,9.083333333333334,19.4,0.0,1604,4,23616.0
2018-09-22,49688,6.5,33.138888888888886,20.8,0.0,4927,5,32242.0
2018-09-23,38635,0.0,29.777777777777782,19.4,1.0,4603,6,49688.0
2018-09-24,36406,0.0,14.416666666666664,17.6,1.0,5406,0,38635.0
2018-09-25,49595,0.0,14.722222222222221,17.8,1.0,6973,1,36406.0
2018-09-26,57730,0.0,8.833333333333334,19.4,1.0,7149,2,49595.0
2018-09-27,58200,0.0,10.055555555555557,18.9,0.0,3800,3,57730.0
2018-09-28,59649,0.0,14.542857142857144,17.5,0.0,3650,4,58200.0
2018-09-29,63866,0.0,16.885714285714286,20.2,0.0,7170,5,59649.0
2018-09-30,55893,0.0,21.62857142857143,17.6,0.0,5862,6,63866.0
2018-10-01,51808,0.0,17.705882352941178,15.4,0.0,2474,0,55893.0
2018-10-02,57280,0.0,26.457142857142852,15.9,0.0,2812,1,51808.0
2018-10-03,64671,0.0,28.17142857142857,17.3,1.0,6966,2,57280.0
2018-10-04,59413,0.0,23.4,19.3,0.0,2946,3,64671.0
2018-10-05,7772,36.5,11.457142857142856,16.9,0.0,606,4,59413.0
2018-10-06,32510,55.5,6.914285714285715,18.0,0.0,3206,5,7772.0
2018-10-07,57873,0.0,27.857142857142854,16.4,0.0,6099,6,32510.0
2018-10-08,57247,0.0,23.82857142857143,14.8,0.0,3722,0,57873.0
2018-10-09,61525,0.0,26.82857142857143,15.3,1.0,5278,1,57247.0
2018-10-10,44876,7.0,19.65714285714286,12.0,0.0,1672,2,61525.0
2018-10-11,44489,0.0,18.314285714285713,9.7,0.0,1499,3,44876.0
2018-10-12,48529,0.0,25.457142857142852,10.9,0.0,2032,4,44489.0
2018-10-13,49203,0.0,35.42857142857143,12.5,0.0,3690,5,48529.0
2018-10-14,49025,0.0,36.02857142857143,13.2,0.0,4071,6,49203.0
2018-10-15,49503,0.0,63.14285714285714,15.2,0.0,2109,0,49025.0
2018-10-16,51236,0.0,50.914285714285704,14.5,0.0,1876,1,49503.0
2018-10-17,49795,0.0,36.142857142857146,12.4,0.0,1841,2,51236.0
2018-10-18,49560,0.0,16.714285714285715,12.7,0.0,1702,3,49795.0
2018-10-19,52122,0.0,20.527777777777782,13.1,0.0,2271,4,49560.0
2018-10-20,49815,0.0,40.48648648648648,13.4,0.0,3721,5,52122.0
2018-10-21,48346,0.0,38.837837837837846,13.4,0.0,3960,6,49815.0
2018-10-22,49889,0.0,53.45945945945946,14.0,0.0,2068,0,48346.0
2018-10-23,40223,5.0,53.918918918918926,12.2,0.0,1304,1,49889.0
2018-10-24,50343,0.0,43.0,12.5,0.0,1777,2,40223.0
2018-10-25,52181,0.0,41.51351351351352,13.8,0.0,1932,3,50343.0
2018-10-26,24308,11.0,36.44736842105263,12.2,0.0,968,4,52181.0
2018-10-27,33699,0.0,26.947368421052627,8.7,0.0,1706,5,24308.0
2018-10-28,20882,5.5,15.052631578947368,8.3,0.0,1170,6,33699.0
2018-10-29,36107,0.0,18.297297297297302,7.2,0.0,870,0,20882.0
2018-10-30,37382,0.0,22.297297297297302,6.1,0.0,843,1,36107.0
2018-10-31,39009,0.0,22.97297297297297,7.4,0.0,929,2,37382.0
2018-11-01,41911,0.0,36.56756756756757,8.4,0.0,1381,3,39009.0
2018-11-02,44917,0.0,44.714285714285715,10.6,0.0,1549,4,41911.0
2018-11-03,40640,0.0,54.64285714285714,11.2,0.0,2563,5,44917.0
2018-11-04,39973,0.0,45.66666666666666,11.6,0.0,2790,6,40640.0
2018-11-05,43870,0.0,60.047619047619044,11.9,0.0,1408,0,39973.0
2018-11-06,39680,0.0,103.04761904761904,12.2,0.0,1091,1,43870.0
2018-11-07,29492,2.0,66.21428571428571,12.8,0.0,748,2,39680.0
2018-11-08,2730,64.0,9.857142857142858,11.8,0.0,281,3,29492.0
2018-11-09,34673,1.0,41.62790697674419,12.1,0.0,943,4,2730.0
2018-11-10,34194,0.0,73.4186046511628,11.9,0.0,1714,5,34673.0
2018-11-11,23926,0.0,69.0,8.1,0.0,1093,6,34194.0
2018-11-12,38706,0.0,32.56818181818182,8.1,0.0,972,0,23926.0
2018-11-13,40263,0.0,42.95454545454545,8.8,0.0,1012,1,38706.0
2018-11-14,41973,0.0,36.79545454545455,9.8,0.0,1057,2,40263.0
2018-11-15,39702,0.0,50.93181818181818,9.7,0.0,995,3,41973.0
2018-11-16,37629,0.0,58.22727272727273,8.8,0.0,962,4,39702.0
2018-11-17,28167,0.0,32.54545454545455,4.9,0.0,1243,5,37629.0
2018-11-18,26464,0.0,37.67441860465117,6.1,0.0,1330,6,28167.0
2018-11-19,34352,0.0,58.86363636363637,6.5,0.0,810,0,26464.0
2018-11-20,34855,0.2,47.0,6.5,0.0,766,1,34352.0
2018-11-21,28140,1.0,35.04545454545455,5.8,0.0,515,2,34855.0
2018-11-22,29239,0.0,22.454545454545453,2.3,0.0,513,3,28140.0
2018-11-23,28620,0.0,25.15909090909091,1.9,0.0,573,4,29239.0
2018-11-24,11255,10.9,23.20454545454545,2.6,0.0,367,5,28620.0
2018-11-25,19946,0.0,46.80952380952381,4.8,0.0,922,6,11255.0
2018-11-26,30698,0.0,64.68888888888888,6.3,0.0,661,0,19946.0
2018-11-27,28806,0.0,120.08888888888887,7.1,0.0,455,1,30698.0
2018-11-28,29177,0.0,122.77777777777777,5.0,0.0,567,2,28806.0
2018-11-29,28977,0.0,78.02222222222224,3.5,0.0,542,3,29177.0
2018-11-30,28557,0.0,63.977777777777774,2.7,0.0,598,4,28977.0
2018-12-01,24622,0.0,48.111111111111114,5.5,0.0,1002,5,28557.0
2018-12-02,23035,0.0,49.33333333333334,8.2,0.0,1058,6,24622.0
2018-12-03,10638,9.5,41.444444444444436,11.5,0.0,339,0,23035.0
2018-12-04,20029,5.0,35.71111111111111,6.7,0.0,427,1,10638.0
2018-12-05,23535,0.0,28.644444444444453,0.0,0.0,430,2,20029.0
2018-12-06,23788,0.0,38.6,2.4,0.0,386,3,23535.0
2018-12-07,15148,0.0,22.288888888888888,-7.3,0.0,175,4,23788.0
2018-12-08,9824,0.0,24.11111111111111,-8.3,0.0,187,5,15148.0
2018-12-09,8749,0.0,23.02222222222223,-7.2,0.0,197,6,9824.0
2018-12-10,17987,0.0,36.266666666666666,-2.5,0.0,231,0,8749.0
2018-12-11,20805,0.0,41.91111111111111,0.2,0.0,300,1,17987.0
2018-12-12,19339,0.0,45.46666666666667,-1.9,0.0,263,2,20805.0
2018-12-13,11765,1.3,39.555555555555564,-2.2,0.0,152,3,19339.0
2018-12-14,14932,0.0,33.39130434782609,-4.4,0.0,214,4,11765.0
2018-12-15,12720,0.0,56.23913043478261,-2.4,0.0,313,5,14932.0
2018-12-16,10783,0.3,52.69565217391305,0.0,0.0,315,6,12720.0
2018-12-17,17449,0.3,74.56521739130434,1.6,0.0,321,0,10783.0
2018-12-18,20917,0.0,46.23913043478261,2.6,0.0,416,1,17449.0
2018-12-19,21970,0.0,54.23913043478261,4.0,0.0,429,2,20917.0
2018-12-20,22881,0.0,58.6304347826087,3.4,0.0,539,3,21970.0
2018-12-21,23422,0.0,76.30434782608695,5.6,0.0,798,4,22881.0
2018-12-22,17127,0.0,86.8913043478261,6.9,0.0,636,5,23422.0
2018-12-23,13601,0.0,52.0,2.4,0.0,599,6,17127.0
2018-12-24,16579,0.0,23.217391304347824,-2.3,0.0,338,0,13601.0
2018-12-25,12437,0.0,34.02173913043478,0.6,1.0,497,1,16579.0
2018-12-26,17112,0.0,50.93478260869565,-1.5,0.0,338,2,12437.0
2018-12-27,11325,0.0,26.67391304347826,-10.1,0.0,159,3,17112.0
2018-12-28,10445,0.0,35.69565217391305,-10.5,0.0,150,4,11325.0
2018-12-29,8083,0.0,37.71739130434783,-7.6,0.0,168,5,10445.0
2018-12-30,7864,0.0,32.13043478260869,-6.8,0.0,223,6,8083.0
2018-12-31,11911,0.0,46.73913043478261,-5.4,0.0,245,0,7864.0
2019-01-01,8601,0.0,38.76086956521739,-5.0,1.0,371,1,11911.0
2019-01-02,14360,0.0,33.869565217391305,-4.9,0.0,295,2,8601.0
2019-01-03,16344,0.0,39.08695652173913,-3.5,0.0,342,3,14360.0
2019-01-04,17308,0.0,58.32608695652174,-1.1,0.0,352,4,16344.0
2019-01-05,12380,0.0,64.54347826086956,-2.8,0.0,389,5,17308.0
2019-01-06,11094,0.0,50.76086956521739,-2.8,0.0,455,6,12380.0
2019-01-07,16795,0.0,54.82608695652174,-1.9,0.0,345,0,11094.0
2019-01-08,15833,0.0,41.56521739130435,-3.5,0.0,329,1,16795.0
2019-01-09,15819,0.0,50.3695652173913,-4.7,0.0,305,2,15833.0
2019-01-10,17894,0.0,56.97826086956522,-0.6,0.0,361,3,15819.0
2019-01-11,19271,0.0,76.78260869565217,2.4,0.0,462,4,17894.0
2019-01-12,14519,0.0,93.93478260869566,2.8,0.0,576,5,19271.0
2019-01-13,11751,0.0,109.19565217391305,1.2,0.0,534,6,14519.0
2019-01-14,14818,0.0,161.52173913043478,1.4,0.0,310,0,11751.0
2019-01-15,14761,0.0,137.34782608695653,-1.7,0.0,303,1,14818.0
2019-01-16,15823,0.0,47.71739130434783,-5.2,0.0,317,2,14761.0
2019-01-17,17960,0.0,44.1304347826087,-0.3,0.0,386,3,15823.0
2019-01-18,18901,0.0,56.5,0.6,0.0,412,4,17960.0
2019-01-19,14883,0.0,93.04347826086956,3.6,0.0,585,5,18901.0
2019-01-20,11191,0.0,67.91304347826087,-1.4,0.0,453,6,14883.0
2019-01-21,17240,0.0,43.10869565217392,-1.2,0.0,380,0,11191.0
2019-01-22,19885,0.0,65.47826086956522,1.7,0.0,526,1,17240.0
2019-01-23,19163,0.0,76.52173913043478,2.0,0.0,525,2,19885.0
2019-01-24,20057,0.0,42.82608695652174,0.1,0.0,527,3,19163.0
2019-01-25,18159,0.0,48.30434782608695,-1.2,0.0,437,4,20057.0
2019-01-26,13203,0.0,42.23913043478261,-2.5,0.0,484,5,18159.0
2019-01-27,12440,0.0,37.80434782608695,-0.1,0.0,568,6,13203.0
2019-01-28,17317,0.0,84.8913043478261,1.2,0.0,419,0,12440.0
2019-01-29,19477,0.0,69.6086956521739,-0.2,0.0,475,1,17317.0
2019-01-30,20677,0.0,63.04347826086956,1.8,0.0,544,2,19477.0
2019-01-31,17649,0.0,74.1304347826087,-2.0,0.0,390,3,20677.0
2019-02-01,17696,0.3,39.23913043478261,-2.1,0.0,334,4,17649.0
2019-02-02,13742,0.0,57.69565217391305,1.4,0.0,486,5,17696.0
2019-02-03,2010,16.0,36.60869565217392,3.3,0.0,160,6,13742.0
2019-02-04,8562,0.0,73.28260869565217,-0.6,1.0,496,0,2010.0
2019-02-05,9119,0.0,85.02173913043478,2.8,1.0,725,1,8562.0
2019-02-06,13694,0.0,95.58695652173913,5.1,1.0,865,2,9119.0
2019-02-07,14533,0.5,62.3695652173913,-2.1,0.0,437,3,13694.0
2019-02-08,14782,0.0,31.108695652173914,-6.1,0.0,328,4,14533.0
2019-02-09,11760,0.0,34.68888888888889,-5.4,0.0,376,5,14782.0
2019-02-10,9759,0.0,41.77777777777778,-5.0,0.0,415,6,11760.0
2019-02-11,16881,0.0,38.888888888888886,-3.0,0.0,431,0,9759.0
2019-02-12,18862,0.0,58.91304347826087,-0.6,0.0,432,1,16881.0
2019-02-13,18411,0.0,39.19565217391305,-2.1,0.0,385,2,18862.0
2019-02-14,19376,0.0,52.02173913043478,-0.5,0.0,493,3,18411.0
2019-02-15,9213,2.2,39.43478260869565,-0.8,0.0,290,4,19376.0
2019-02-16,12641,0.2,60.1304347826087,-2.7,0.0,493,5,9213.0
2019-02-17,13390,0.0,36.23913043478261,-1.8,0.0,693,6,12641.0
2019-02-18,19916,0.0,42.80434782608695,0.9,0.0,601,0,13390.0
2019-02-19,11689,4.6,42.71739130434783,1.4,0.0,369,1,19916.0
2019-02-20,19572,0.0,58.02173913043478,1.7,0.0,582,2,11689.0
2019-02-21,20995,0.0,78.23913043478261,2.4,0.0,666,3,19572.0
2019-02-22,21727,0.0,73.3913043478261,4.0,0.0,725,4,20995.0
2019-02-23,23742,0.0,55.69565217391305,6.8,0.0,1636,5,21727.0
2019-02-24,21933,0.0,60.23913043478261,6.3,0.0,1912,6,23742.0
2019-02-25,23445,0.0,84.04347826086956,4.7,0.0,970,0,21933.0
2019-02-26,28010,0.0,53.34782608695652,5.2,0.0,1289,1,23445.0
2019-02-27,28652,0.0,70.76086956521739,7.8,0.0,1228,2,28010.0
2019-02-28,27431,0.0,89.04347826086956,6.6,0.0,1261,3,28652.0
2019-03-01,21751,0.0,118.58695652173913,6.6,1.0,1518,4,27431.0
2019-03-02,22503,0.0,121.08695652173913,7.8,0.0,1527,5,21751.0
2019-03-03,24382,0.0,100.95652173913044,9.4,0.0,1850,6,22503.0
2019-03-04,26887,0.0,166.52173913043478,9.9,0.0,1074,0,24382.0
2019-03-05,24042,0.0,188.82608695652172,8.4,0.0,701,1,26887.0
2019-03-06,25379,0.0,145.02173913043478,8.4,0.0,698,2,24042.0
2019-03-07,31156,0.0,58.6304347826087,7.0,0.0,1096,3,25379.0
2019-03-08,33073,0.0,52.1304347826087,6.1,0.0,1280,4,31156.0
2019-03-14,30997,0.0,42.06521739130435,5.0,0.0,915,3,33073.0
2019-03-15,20481,3.5,69.91304347826087,5.5,0.0,722,4,30997.0
2019-03-18,36313,0.0,40.130434782608695,7.1,0.0,1531,0,20481.0
2019-03-19,39908,0.0,64.1086956521739,10.0,0.0,1690,1,36313.0
2019-03-20,16204,16.5,97.46666666666668,10.3,0.0,620,2,39908.0
2019-03-21,26455,3.3,33.0,7.1,0.0,834,3,16204.0
2019-03-22,32363,0.0,39.26086956521739,3.3,0.0,1055,4,26455.0
2019-03-23,21696,1.7,25.32608695652174,3.3,0.0,1245,5,32363.0
2019-03-24,31622,0.0,28.347826086956523,4.3,0.0,2868,6,21696.0
2019-03-25,34226,0.0,48.02173913043478,7.3,0.0,1179,0,31622.0
2019-03-26,42644,0.0,58.19565217391305,11.4,0.0,1869,1,34226.0
2019-03-27,35832,0.0,90.80434782608695,11.6,0.0,1173,2,42644.0
2019-03-28,38806,0.0,85.58695652173913,9.4,0.0,1441,3,35832.0
2019-03-29,43893,0.0,40.19565217391305,9.2,0.0,2036,4,38806.0
2019-03-30,14001,1.8,35.15217391304348,5.2,0.0,858,5,43893.0
2019-03-31,22326,0.0,43.65217391304348,4.4,0.0,1369,6,14001.0
2019-04-01,37660,0.0,25.32608695652174,5.5,0.0,1399,0,22326.0
2019-04-02,42029,0.0,32.78260869565217,6.7,0.0,1721,1,37660.0
2019-04-03,43257,0.0,39.84782608695652,7.6,0.0,1736,2,42029.0
2019-04-04,45681,0.0,36.869565217391305,9.2,0.0,1921,3,43257.0
2019-04-05,45643,0.0,79.30434782608695,11.4,0.0,2403,4,45681.0
2019-04-06,25902,0.8,64.45652173913044,9.3,0.0,1697,5,45643.0
2019-04-07,55943,0.0,38.19565217391305,12.6,0.0,6689,6,25902.0
2019-04-08,52643,0.0,38.21739130434783,11.6,0.0,3121,0,55943.0
2019-04-09,24734,17.4,27.5,9.2,0.0,1064,1,52643.0
2019-04-10,26421,5.6,8.26086956521739,7.1,0.0,967,2,24734.0
2019-04-11,51013,0.0,28.347826086956523,9.5,0.0,2372,3,26421.0
2019-04-12,55125,0.0,51.04347826086956,11.4,0.0,3191,4,51013.0
2019-04-13,57020,0.0,49.5,11.8,0.0,5648,5,55125.0
2019-04-14,28467,1.7,39.23913043478261,9.6,0.0,2328,6,57020.0
2019-04-15,55422,0.0,52.91304347826087,11.6,0.0,2833,0,28467.0
2019-04-16,60566,0.0,49.23913043478261,14.9,0.0,3175,1,55422.0
2019-04-17,62522,0.0,43.21739130434783,15.3,0.0,3356,2,60566.0
2019-04-18,50439,0.0,38.60869565217392,12.6,0.0,1819,3,62522.0
2019-04-19,60925,0.0,44.6304347826087,13.8,0.0,3424,4,50439.0
2019-04-20,51068,1.2,45.8695652173913,14.3,0.0,5178,5,60925.0
2019-04-21,53339,0.3,33.45652173913044,14.8,0.0,5605,6,51068.0
2019-04-22,63995,0.0,90.71739130434784,19.3,0.0,3670,0,53339.0
2019-04-23,58811,0.0,95.7608695652174,20.4,0.0,2573,1,63995.0
2019-04-24,55815,4.1,59.04347826086956,19.5,0.0,2902,2,58811.0
2019-04-25,22471,11.3,41.82608695652174,13.2,0.0,1074,3,55815.0
2019-04-26,26484,4.9,10.565217391304348,8.4,0.0,1110,4,22471.0
2019-04-27,65124,0.0,18.97826086956522,11.6,0.0,6294,5,26484.0
2019-04-28,56012,0.0,19.97826086956522,12.9,0.0,5006,6,65124.0
2019-04-29,63256,0.0,25.30434782608696,13.0,0.0,2861,0,56012.0
2019-04-30,70213,0.0,35.95652173913044,15.5,0.0,3882,1,63256.0
2019-05-01,76439,0.0,61.5,16.4,0.0,6760,2,70213.0
2019-05-02,72430,0.0,58.21739130434783,17.1,0.0,3957,3,76439.0
2019-05-03,73647,0.0,60.84782608695652,17.9,0.0,4612,4,72430.0
2019-05-04,66392,0.0,93.04347826086956,19.5,0.0,7015,5,73647.0
2019-05-05,66911,0.0,66.8695652173913,19.2,1.0,8006,6,66392.0
2019-05-06,74806,0.0,34.73913043478261,14.5,1.0,8525,0,66911.0
2019-05-07,70506,0.0,49.71739130434783,15.0,0.0,3559,1,74806.0
2019-05-08,70426,0.0,52.89130434782609,15.6,0.0,3181,2,70506.0
2019-05-09,71707,0.0,49.95652173913044,16.6,0.0,3427,3,70426.0
2019-05-10,74960,0.0,63.73913043478261,17.8,0.0,4157,4,71707.0
2019-05-11,76110,0.0,68.58695652173913,20.3,0.0,7220,5,74960.0
2019-05-12,73318,0.0,58.41304347826087,21.6,1.0,7396,6,76110.0
2019-05-13,68389,0.0,59.06521739130435,18.7,0.0,3199,0,73318.0
2019-05-14,78385,0.0,46.41304347826087,19.6,0.0,3993,1,68389.0
2019-05-15,76969,0.0,70.19565217391305,20.7,0.0,3712,2,78385.0
2019-05-16,75399,0.0,69.65217391304348,23.5,0.0,3550,3,76969.0
2019-05-17,79158,0.0,57.67391304347826,23.6,0.0,3980,4,75399.0
2019-05-18,79583,0.0,32.41304347826087,22.8,0.0,6520,5,79158.0
2019-05-19,12749,22.0,14.282608695652176,19.4,0.0,1331,6,79583.0
2019-05-20,72066,8.7,39.130434782608695,16.4,0.0,3188,0,12749.0
